CLNDN	Count
Ectopia_lentis_et_pupillae|Ectopia_lentis_2,_isolated,_autosomal_recessive|not_provided	1
Ectopia_lentis_2,_isolated,_autosomal_recessive|not_provided|not_specified|Ectopia_lentis_et_pupillae	1
ADAMTSL4-related_condition	1
Ectopia_lentis_et_pupillae|not_provided	1
not_provided|Pyknodysostosis	1
not_provided|PRUNE1-related_disorder	1
ZNF687-related_condition|not_provided	2
not_specified|MHC_class_II_deficiency	1
Proteasome-associated_autoinflammatory_syndrome_3|not_specified	1
Intellectual_disability-microcephaly-strabismus-behavioral_abnormalities_syndrome|not_provided	1
Inborn_genetic_diseases	18
not_provided|Intellectual_disability-microcephaly-strabismus-behavioral_abnormalities_syndrome	2
Severe_myoclonic_epilepsy_in_infancy	1
Autosomal_recessive_mendelian_susceptibility_to_mycobacterial_diseases_due_to_complete_RORgamma_receptor_deficiency|not_specified	1
Ichthyosis_vulgaris	7
Ichthyosis_vulgaris|not_specified|Dermatitis,_atopic,_2|not_provided	1
Ichthyosis_vulgaris|not_provided	24
not_provided|Ichthyosis_vulgaris	14
not_provided|not_specified|Ichthyosis_vulgaris	2
not_specified|not_provided|Ichthyosis_vulgaris	2
Ichthyosis_vulgaris|not_specified|not_provided	1
Ichthyosis_vulgaris|not_specified	1
not_provided|Severe_intellectual_disability-poor_language-strabismus-grimacing_face-long_fingers_syndrome	1
DENND4B-related_condition	1
Diamond-Blackfan_anemia_17	1
Congenital_myopathy_with_fiber_type_disproportion|not_provided|not_specified|Congenital_myopathy_4B,_autosomal_recessive	1
Severe_congenital_neutropenia	1
Symmetrical_dyschromatosis_of_extremities|Aicardi-Goutieres_syndrome_6|not_specified|not_provided	1
not_specified|Symmetrical_dyschromatosis_of_extremities|not_provided|Aicardi-Goutieres_syndrome_6	1
Aicardi-Goutieres_syndrome_6|Symmetrical_dyschromatosis_of_extremities|not_specified|not_provided	1
Aicardi-Goutieres_syndrome_6|Symmetrical_dyschromatosis_of_extremities	1
not_provided|Aicardi-Goutieres_syndrome_6|Symmetrical_dyschromatosis_of_extremities|not_specified	1
Zimmermann-laband_syndrome_3|not_specified	1
Tubulointerstitial_kidney_disease,_autosomal_dominant,_2	1
not_provided|Gaucher_disease|not_specified|Gaucher_disease_perinatal_lethal|Gaucher_disease_type_I	1
Gaucher_disease	1
Gaucher_disease|not_provided	1
Gaucher_disease_type_I|Gaucher_disease_perinatal_lethal|not_specified	1
not_specified|Pyruvate_kinase_deficiency_of_red_cells|not_provided	2
PKLR-related_disorder|Pyruvate_kinase_deficiency_of_red_cells	1
Intellectual_disability,_autosomal_dominant_52	2
Mitochondrial_myopathy-cerebellar_ataxia-pigmentary_retinopathy_syndrome|not_provided	1
Noonan_syndrome_8|not_specified|not_provided	1
not_specified|not_provided|Noonan_syndrome_8	1
Neurodevelopmental_disorder_with_midbrain_and_hindbrain_malformations	3
Retinitis_pigmentosa|Retinitis_Pigmentosa,_Recessive|Retinal_dystrophy|not_provided|not_specified|Retinitis_pigmentosa_35|Cone-rod_dystrophy_10	1
Retinitis_Pigmentosa,_Recessive|Retinitis_pigmentosa|Cone-rod_dystrophy_10	1
IQGAP3-related_disorder	2
not_provided|Encephalopathy,_progressive,_early-onset,_with_brain_edema_and/or_leukoencephalopathy,_1	6
Encephalopathy,_progressive,_early-onset,_with_brain_edema_and/or_leukoencephalopathy,_1	1
not_specified|Hereditary_insensitivity_to_pain_with_anhidrosis|X-linked_lymphoproliferative_disease_due_to_SH2D1A_deficiency	1
Hereditary_insensitivity_to_pain_with_anhidrosis|not_provided	3
not_provided|Hereditary_insensitivity_to_pain_with_anhidrosis	2
Hereditary_insensitivity_to_pain_with_anhidrosis	1
Elliptocytosis|Pyropoikilocytosis,_hereditary|Spherocytosis,_Recessive	2
Spherocytosis,_Recessive|Pyropoikilocytosis,_hereditary|not_specified|Elliptocytosis_2|Hereditary_spherocytosis_type_3|not_provided|Elliptocytosis	1
Hereditary_spherocytosis_type_3|not_provided|Pyropoikilocytosis,_hereditary|Elliptocytosis_2	3
Pyropoikilocytosis,_hereditary|Elliptocytosis_2|Hereditary_spherocytosis_type_3|not_provided	1
not_provided|Hereditary_spherocytosis_type_3|Pyropoikilocytosis,_hereditary|Elliptocytosis_2	1
not_provided|not_specified|Elliptocytosis_2|Pyropoikilocytosis,_hereditary|Hereditary_spherocytosis_type_3	1
not_specified|not_provided|Elliptocytosis_2|Pyropoikilocytosis,_hereditary|Hereditary_spherocytosis_type_3	1
Elliptocytosis_2|Pyropoikilocytosis,_hereditary|Hereditary_spherocytosis_type_3|not_specified|not_provided	2
Pyropoikilocytosis,_hereditary|Elliptocytosis|not_provided|Spherocytosis,_Recessive	1
not_provided|Elliptocytosis_2|Pyropoikilocytosis,_hereditary|Hereditary_spherocytosis_type_3|not_specified	2
Elliptocytosis_2|not_provided|Pyropoikilocytosis,_hereditary|not_specified|Hereditary_spherocytosis_type_3	1
Elliptocytosis_2|Hereditary_spherocytosis_type_3|not_provided|Pyropoikilocytosis,_hereditary	1
not_provided|Elliptocytosis_2|Pyropoikilocytosis,_hereditary|not_specified|Hereditary_spherocytosis_type_3	1
not_provided|EAST_syndrome|Autosomal_recessive_nonsyndromic_hearing_loss_4	2
Autosomal_recessive_nonsyndromic_hearing_loss_4|Inborn_genetic_diseases|not_specified|not_provided|EAST_syndrome	1
Developmental_and_epileptic_encephalopathy_98|Fetal_akinesia,_respiratory_insufficiency,_microcephaly,_polymicrogyria,_and_dysmorphic_facies|not_provided|Alternating_hemiplegia_of_childhood_1|Migraine,_familial_hemiplegic,_2	1
Familial_hemiplegic_migraine|not_specified|Alternating_hemiplegia_of_childhood|Migraine,_familial_hemiplegic,_2|Alternating_hemiplegia_of_childhood_1|Fetal_akinesia,_respiratory_insufficiency,_microcephaly,_polymicrogyria,_and_dysmorphic_facies|Developmental_and_epileptic_encephalopathy_98	1
Fetal_akinesia,_respiratory_insufficiency,_microcephaly,_polymicrogyria,_and_dysmorphic_facies|Developmental_and_epileptic_encephalopathy_98|Familial_hemiplegic_migraine|not_specified|Migraine,_familial_hemiplegic,_2|Alternating_hemiplegia_of_childhood_1|not_provided	1
Developmental_and_epileptic_encephalopathy_98|Fetal_akinesia,_respiratory_insufficiency,_microcephaly,_polymicrogyria,_and_dysmorphic_facies|Alternating_hemiplegia_of_childhood_1|not_provided|Migraine,_familial_hemiplegic,_2	2
Peroxisome_biogenesis_disorder_12A_(Zellweger)|not_provided	1
Autoimmune_interstitial_lung_disease-arthritis_syndrome|not_specified	1
not_provided|Autoimmune_interstitial_lung_disease-arthritis_syndrome|not_specified	1
Neural_tube_defect	1
Mitochondrial_complex_I_deficiency	1
Mitochondrial_complex_I_deficiency,_nuclear_type_1|not_provided|Mitochondrial_complex_1_deficiency,_nuclear_type_6	1
APOA2-related_disorder	1
not_specified|NR1I3-related_disorder	1
Charcot-Marie-Tooth_disease_type_1B|Charcot-Marie-Tooth_disease_dominant_intermediate_D|Roussy-Lévy_syndrome|Neuropathy,_congenital_hypomyelinating,_2|Charcot-Marie-Tooth_disease,_type_I|Charcot-Marie-Tooth_disease_type_4E|Charcot-Marie-Tooth_disease_type_2I|Charcot-Marie-Tooth_disease_type_2J|not_specified	1
Paragangliomas_3|Gastrointestinal_stromal_tumor	1
not_provided|not_specified|Hereditary_pheochromocytoma-paraganglioma	1
Hereditary_pheochromocytoma-paraganglioma	2
Lupus_nephritis,_susceptibility_to|Pseudomonas_aeruginosa,_susceptibility_to_chronic_infection_by,_in_cystic_fibrosis|not_specified|Malaria,_severe,_susceptibility_to	1
Systemic_lupus_erythematosus|Malaria,_susceptibility_to|Cystic_fibrosis	1
not_provided|Achromatopsia_7	1
Achromatopsia_7|not_provided	1
not_specified|not_provided|Warburg-cinotti_syndrome|Spondyloepimetaphyseal_dysplasia-short_limb-abnormal_calcification_syndrome	1
Warburg-cinotti_syndrome|Squamous_cell_lung_carcinoma|Spondyloepimetaphyseal_dysplasia-short_limb-abnormal_calcification_syndrome|not_provided|not_specified	1
not_provided|Warburg-cinotti_syndrome|Squamous_cell_lung_carcinoma|Spondyloepimetaphyseal_dysplasia-short_limb-abnormal_calcification_syndrome|not_specified	1
not_provided|Spondyloepimetaphyseal_dysplasia	1
Congenital_anomalies_of_kidney_and_urinary_tract_syndrome_with_or_without_hearing_loss,_abnormal_ears,_or_developmental_delay	1
Autosomal_dominant_nonsyndromic_hearing_loss_7|not_provided	2
not_provided|not_specified|Immunodeficiency_25	1
not_provided|Familial_idiopathic_hypercalciuria	1
Congenital_isolated_adrenocorticotropic_hormone_deficiency	2
Thiamine-responsive_megaloblastic_anemia|not_provided|Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness	1
Congenital_factor_V_deficiency	3
Budd-Chiari_syndrome|Congenital_factor_V_deficiency|Thrombophilia_due_to_thrombin_defect|Factor_V_deficiency|Thrombophilia_due_to_activated_protein_C_resistance	1
Budd-Chiari_syndrome|Congenital_factor_V_deficiency|Thrombophilia_due_to_activated_protein_C_resistance|Thrombophilia_due_to_thrombin_defect|not_provided|Factor_V_deficiency	1
not_specified|Thrombophilia_due_to_thrombin_defect|Budd-Chiari_syndrome|Factor_V_deficiency|Thrombophilia_due_to_activated_protein_C_resistance|not_provided|Congenital_factor_V_deficiency	1
Congenital_factor_V_deficiency|Budd-Chiari_syndrome|not_provided|Thrombophilia_due_to_thrombin_defect|Factor_V_deficiency|Thrombophilia_due_to_activated_protein_C_resistance	1
SELP-related_disorder	2
IgA_nephropathy,_susceptibility_to	1
Coronary_artery_disorder	2
not_specified|not_provided|Geroderma_osteodysplastica	2
not_specified|not_provided|Trimethylaminuria	1
METTL13-related_disorder	3
Glycosylphosphatidylinositol_biosynthesis_defect_16|not_provided	1
not_specified|PIGC-related_disorder|not_provided|Glycosylphosphatidylinositol_biosynthesis_defect_16	1
SUCO-related_disorder	3
not_provided|SUCO-related_disorder	1
not_specified|not_provided|Autoimmune_lymphoproliferative_syndrome_type_1	1
Autoimmune_lymphoproliferative_syndrome_type_1	2
not_provided|Hereditary_antithrombin_deficiency	1
not_specified|Hereditary_antithrombin_deficiency|not_provided	1
Hereditary_antithrombin_deficiency|not_specified|not_provided	1
not_provided|Nephrotic_syndrome,_type_2	2
Nephrotic_syndrome,_type_2|Steroid-resistant_nephrotic_syndrome|not_provided|not_specified	1
Nephrotic_syndrome,_type_2	1
not_specified|not_provided|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2Y	1
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2Y	2
not_provided|not_specified|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2Y	1
not_specified|not_provided|Short_stature-pituitary_and_cerebellar_defects-small_sella_turcica_syndrome	1
Developmental_and_epileptic_encephalopathy,_69|not_provided	4
not_provided|Developmental_and_epileptic_encephalopathy,_69	2
Congenital_brain_dysgenesis_due_to_glutamine_synthetase_deficiency|not_provided	1
not_provided|Congenital_brain_dysgenesis_due_to_glutamine_synthetase_deficiency	1
Congenital_brain_dysgenesis_due_to_glutamine_synthetase_deficiency	1
Hereditary_cancer|Prostate_cancer,_hereditary,_1|Prostate_cancer,_susceptibility_to	1
Junctional_epidermolysis_bullosa|not_provided	1
Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_specified|Junctional_epidermolysis_bullosa|not_provided	1
Granulomatous_disease,_chronic,_autosomal_recessive,_cytochrome_b-positive,_type_2|not_provided|not_specified	1
Congenital_disorder_of_glycosylation,_type_2v	1
Age_related_macular_degeneration_1|not_provided	4
not_specified|not_provided|Age_related_macular_degeneration_1	1
not_provided|Age_related_macular_degeneration_1	2
Camptodactyly-arthropathy-coxa_vara-pericarditis_syndrome	1
Hyperparathyroidism_2_with_jaw_tumors|not_provided	1
not_provided|Developmental_and_epileptic_encephalopathy,_57	1
Age_related_macular_degeneration_4|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Basal_laminar_drusen|not_provided|Atypical_hemolytic-uremic_syndrome|Factor_H_deficiency|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II	1
CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_provided|Age_related_macular_degeneration_4|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Atypical_hemolytic-uremic_syndrome|Basal_laminar_drusen|Factor_H_deficiency	1
Age_related_macular_degeneration_4|Basal_laminar_drusen|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|not_specified|not_provided|Factor_H_deficiency|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|Focal_segmental_glomerulosclerosis	1
Age_related_macular_degeneration_4|Basal_laminar_drusen|Factor_H_deficiency|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|not_specified|not_provided|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|Focal_segmental_glomerulosclerosis	1
not_provided|Atypical_hemolytic-uremic_syndrome|Age_related_macular_degeneration_4|Basal_laminar_drusen|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|not_specified	1
Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Age_related_macular_degeneration_4|Basal_laminar_drusen|Kidney_disorder|Factor_H_deficiency|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_specified	1
Factor_H_deficiency|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1	1
not_provided|Inborn_genetic_diseases|Age_related_macular_degeneration_4|Basal_laminar_drusen|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Factor_H_deficiency|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II	1
CFHR5_deficiency|not_provided	1
not_provided|Factor_XIII,_b_subunit,_deficiency_of	1
Factor_XIII,_b_subunit,_deficiency_of|not_provided|not_specified	1
not_specified|not_provided|Factor_XIII,_b_subunit,_deficiency_of|Venous_thrombosis,_susceptibility_to	1
not_provided|Microcephaly_5,_primary,_autosomal_recessive	1
Microcephaly_5,_primary,_autosomal_recessive|not_specified|not_provided	3
Microcephaly_5,_primary,_autosomal_recessive|not_provided	2
not_provided|not_specified|Microcephaly_5,_primary,_autosomal_recessive	4
not_specified|Microcephaly_5,_primary,_autosomal_recessive|not_provided	2
Microcephaly_5,_primary,_autosomal_recessive|not_provided|not_specified	1
Microcephaly_5,_primary,_autosomal_recessive	1
not_provided|Microcephaly_5,_primary,_autosomal_recessive|not_specified	1
not_specified|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa	1
not_specified|not_provided|Leber_congenital_amaurosis_8|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12	1
not_provided|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Pigmented_paravenous_retinochoroidal_atrophy	1
Leber_congenital_amaurosis_8|Retinitis_pigmentosa_12|not_specified|Leber_congenital_amaurosis|Pigmented_paravenous_retinochoroidal_atrophy	1
Immunodeficiency_104	2
Immunodeficiency_104|not_provided|Hepatitis_C_virus,_susceptibility_to	1
Acute_myeloblastic_leukemia_with_maturation|not_specified	1
Microcephaly_20,_primary,_autosomal_recessive|Lethal_fetal_cerebrorenogenitourinary_agenesis/hypoplasia_syndrome|not_provided	2
not_provided|Orofaciodigital_syndrome_V	2
Thyrotoxic_periodic_paralysis,_susceptibility_to,_1|Malignant_hyperthermia,_susceptibility_to,_5|Congenital_myopathy_18|Hypokalemic_periodic_paralysis,_type_1|not_specified	2
Hypokalemic_periodic_paralysis,_type_1|not_provided	2
not_specified|Hypokalemic_periodic_paralysis,_type_1|not_provided|Malignant_hyperthermia,_susceptibility_to,_5	1
Hypokalemic_periodic_paralysis,_type_1|Malignant_hyperthermia,_susceptibility_to,_5	1
not_provided|Hypokalemic_periodic_paralysis,_type_1	3
Hypokalemic_periodic_paralysis,_type_1|Malignant_hyperthermia,_susceptibility_to,_5|not_specified|not_provided|Thyrotoxic_periodic_paralysis,_susceptibility_to,_1	1
not_provided|Thyrotoxic_periodic_paralysis,_susceptibility_to,_1	1
Thyrotoxic_periodic_paralysis,_susceptibility_to,_1|not_provided	1
not_provided|Epidermolysis_bullosa_simplex_due_to_plakophilin_deficiency	1
Epidermolysis_bullosa_simplex_due_to_plakophilin_deficiency	2
Fanconi_anemia_complementation_group_T|not_provided	1
not_provided|Myasthenic_syndrome,_congenital,_7B,_presynaptic,_autosomal_recessive|Congenital_myasthenic_syndrome_7	1
Congenital_myasthenic_syndrome_7|not_provided|Myasthenic_syndrome,_congenital,_7B,_presynaptic,_autosomal_recessive	1
Intellectual_disability,_autosomal_recessive_65	1
not_provided|Intellectual_disability,_autosomal_recessive_65	1
Intellectual_disability,_autosomal_recessive_65|not_provided	1
Asthma-related_traits,_susceptibility_to,_7	1
Chitotriosidase_deficiency	1
Chitotriosidase_deficiency|not_provided	1
not_provided|Hypogonadotropic_hypogonadism_13_with_or_without_anosmia|not_specified	1
not_specified|not_provided|Hypogonadotropic_hypogonadism_13_with_or_without_anosmia	1
PIK3C2B-related_disorder	3
Neurodevelopmental_disorder_with_central_and_peripheral_motor_dysfunction	3
Epilepsy,_familial_adult_myoclonic,_5	4
not_provided|Epilepsy,_familial_adult_myoclonic,_5	1
Congenital_anomalies_of_kidney_and_urinary_tract_1|not_specified|not_provided|Hereditary_spastic_paraplegia_23	2
IgA_glomerulonephritis	1
Immunodeficiency,_common_variable,_7|not_provided	1
not_provided|not_specified|Immunodeficiency,_common_variable,_7	2
not_provided|Immunodeficiency,_common_variable,_7|not_specified	1
not_specified|not_provided|Immunodeficiency,_common_variable,_7	2
CR1-related_condition|Malaria,_severe,_resistance_to	1
CR1-related_condition|not_provided	1
CR1-related_condition	1
not_provided|Junctional_epidermolysis_bullosa|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Amelogenesis_imperfecta_type_1A|Junctional_epidermolysis_bullosa_gravis_of_Herlitz	1
Amelogenesis_imperfecta_type_1A|not_provided|Junctional_epidermolysis_bullosa|not_specified|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz	1
Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Amelogenesis_imperfecta_type_1A|not_provided|Junctional_epidermolysis_bullosa,_non-Herlitz_type	2
not_provided|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Amelogenesis_imperfecta_type_1A	1
